"### รายการธุรกรรมทั้งหมด"
"ลำดับ","เวลา","ประเภท","จาก","ไป","จำนวน(บาท)","หมายเหตุ","Σกระเป๋า+กอง หลังรายการ","เบิกสุทธิ หลังรายการ","ส่วนต่าง (ตรวจสมการ)"
"208","16/8/2569 23:03:00","ลงกองกลาง","อาร์ต","กองกลาง","40.00","ลงกองกลาง","7500.00","7500.00","0"
"209","16/8/2569 23:03:58","ลงกองกลาง","บอย","กองกลาง","40.00","ลงกองกลาง","7500.00","7500.00","0"
"210","16/8/2569 23:04:11","ลงกองกลาง","แนน","กองกลาง","40.00","ลงกองกลาง","7500.00","7500.00","0"
"211","16/8/2569 23:04:49","ลงกองกลาง","ป๋องแป๋ง","กองกลาง","40.00","ลงกองกลาง","7500.00","7500.00","0"
"212","16/8/2569 23:05:49","ลงกองกลาง","มิ้นท์","กองกลาง","40.00","ลงกองกลาง","7500.00","7500.00","0"
"213","16/8/2569 23:06:29","ลงกอง","แนน","กองกลาง","40.00","ขึ้นเป็น ฿40","7500.00","7500.00","0"
"214","16/8/2569 23:07:11","ลงกอง","มิ้นท์","กองกลาง","60.00","ขึ้นเป็น ฿60","7500.00","7500.00","0"
"215","16/8/2569 23:08:15","ลงกอง","อาร์ต","กองกลาง","60.00","ตาม ฿60","7500.00","7500.00","0"
"216","16/8/2569 23:09:03","ลงกอง","แนน","กองกลาง","20.00","ตาม ฿60","7500.00","7500.00","0"
"217","16/8/2569 23:09:44","ลงกอง","อาร์ต","กองกลาง","20.00","ขึ้นเป็น ฿20","7500.00","7500.00","0"
"218","16/8/2569 23:10:52","ลงกอง","แนน","กองกลาง","20.00","ตาม ฿20","7500.00","7500.00","0"
"219","16/8/2569 23:11:10","ลงกอง","มิ้นท์","กองกลาง","20.00","ตาม ฿20","7500.00","7500.00","0"
"220","16/8/2569 23:12:18","ลงกอง","อาร์ต","กองกลาง","20.00","ขึ้นเป็น ฿20","7500.00","7500.00","0"
"221","16/8/2569 23:13:07","ลงกอง","แนน","กองกลาง","20.00","ตาม ฿20","7500.00","7500.00","0"
"222","16/8/2569 23:13:58","ลงกอง","มิ้นท์","กองกลาง","20.00","ตาม ฿20","7500.00","7500.00","0"
"223","16/8/2569 23:15:55","ลงกอง","มิ้นท์","กองกลาง","100.00","ขึ้นเป็น ฿100","7500.00","7500.00","0"
"224","16/8/2569 23:17:42","ลงกอง","แนน","กองกลาง","100.00","ตาม ฿100","7500.00","7500.00","0"
"225","16/8/2569 23:18:45","รับเงินกองกลาง","กองกลาง","มิ้นท์","700.00","","7500.00","7500.00","0"
"226","16/8/2569 23:20:16","ลงกองกลาง","อาร์ต","กองกลาง","40.00","ลงกองกลาง","7500.00","7500.00","0"
"227","16/8/2569 23:21:14","ลงกองกลาง","บอย","กองกลาง","40.00","ลงกองกลาง","7500.00","7500.00","0"
"228","16/8/2569 23:21:46","ลงกองกลาง","แนน","กองกลาง","40.00","ลงกองกลาง","7500.00","7500.00","0"
"229","16/8/2569 23:22:34","ลงกองกลาง","ป๋องแป๋ง","กองกลาง","40.00","ลงกองกลาง","7500.00","7500.00","0"
"230","16/8/2569 23:22:45","ลงกองกลาง","มิ้นท์","กองกลาง","40.00","ลงกองกลาง","7500.00","7500.00","0"
"231","16/8/2569 23:26:58","ลงกอง","มิ้นท์","กองกลาง","20.00","ขึ้นเป็น ฿20","7500.00","7500.00","0"
"232","16/8/2569 23:27:28","เติมเงิน (อนุมัติแล้ว)","BANK","อาร์ต","500.00","ขอเติมเงิน","8000.00","8000.00","0"
"233","16/8/2569 23:28:05","ลงกอง","อาร์ต","กองกลาง","120.00","ขึ้นเป็น ฿120","8000.00","8000.00","0"
"234","16/8/2569 23:28:32","ลงกอง","บอย","กองกลาง","120.00","ตาม ฿120","8000.00","8000.00","0"
"235","16/8/2569 23:29:50","เติมเงิน (อนุมัติแล้ว)","BANK","แนน","500.00","ขอเติมเงิน","8500.00","8500.00","0"
"236","16/8/2569 23:31:12","ลงกอง","ป๋องแป๋ง","กองกลาง","120.00","ตาม ฿120","8500.00","8500.00","0"
"237","16/8/2569 23:34:07","ลงกอง","อาร์ต","กองกลาง","20.00","ขึ้นเป็น ฿20","8500.00","8500.00","0"
"238","16/8/2569 23:35:23","ลงกอง","บอย","กองกลาง","20.00","ตาม ฿20","8500.00","8500.00","0"
"239","16/8/2569 23:36:20","ลงกอง","ป๋องแป๋ง","กองกลาง","100.00","ขึ้นเป็น ฿100","8500.00","8500.00","0"
"240","16/8/2569 23:37:55","ลงกอง","บอย","กองกลาง","80.00","ตาม ฿100","8500.00","8500.00","0"
"241","16/8/2569 23:38:57","รับเงินกองกลาง","กองกลาง","บอย","800.00","","8500.00","8500.00","0"
"242","16/8/2569 23:40:55","ลงกองกลาง","อาร์ต","กองกลาง","40.00","ลงกองกลาง","8500.00","8500.00","0"
"243","16/8/2569 23:41:27","ลงกองกลาง","บอย","กองกลาง","40.00","ลงกองกลาง","8500.00","8500.00","0"
"244","16/8/2569 23:42:20","ลงกองกลาง","แนน","กองกลาง","40.00","ลงกองกลาง","8500.00","8500.00","0"
"245","16/8/2569 23:43:34","ลงกองกลาง","ป๋องแป๋ง","กองกลาง","40.00","ลงกองกลาง","8500.00","8500.00","0"
"246","16/8/2569 23:43:54","ลงกองกลาง","มิ้นท์","กองกลาง","40.00","ลงกองกลาง","8500.00","8500.00","0"
"247","16/8/2569 23:45:43","ลงกอง","มิ้นท์","กองกลาง","20.00","ขึ้นเป็น ฿20","8500.00","8500.00","0"
"248","16/8/2569 23:46:38","ลงกอง","บอย","กองกลาง","20.00","ตาม ฿20","8500.00","8500.00","0"
"249","16/8/2569 23:48:51","ลงกอง","ป๋องแป๋ง","กองกลาง","20.00","ตาม ฿20","8500.00","8500.00","0"
"250","16/8/2569 23:49:38","ลงกอง","บอย","กองกลาง","60.00","ขึ้นเป็น ฿60","8500.00","8500.00","0"
"251","16/8/2569 23:50:47","ลงกอง","ป๋องแป๋ง","กองกลาง","100.00","ขึ้นเป็น ฿100","8500.00","8500.00","0"
"252","16/8/2569 23:51:40","ลงกอง","มิ้นท์","กองกลาง","100.00","ตาม ฿100","8500.00","8500.00","0"
"253","16/8/2569 23:52:37","ลงกอง","บอย","กองกลาง","40.00","ตาม ฿100","8500.00","8500.00","0"
"254","16/8/2569 23:53:33","ลงกอง","บอย","กองกลาง","40.00","ขึ้นเป็น ฿40","8500.00","8500.00","0"
"255","16/8/2569 23:54:27","ลงกอง","มิ้นท์","กองกลาง","60.00","ขึ้นเป็น ฿60","8500.00","8500.00","0"
"256","16/8/2569 23:54:42","ลงกอง","บอย","กองกลาง","20.00","ตาม ฿60","8500.00","8500.00","0"
"257","16/8/2569 23:55:07","ลงกอง","บอย","กองกลาง","60.00","ขึ้นเป็น ฿60","8500.00","8500.00","0"
"258","16/8/2569 23:56:21","ลงกอง","มิ้นท์","กองกลาง","100.00","ขึ้นเป็น ฿100","8500.00","8500.00","0"
"259","16/8/2569 23:57:03","ลงกอง","บอย","กองกลาง","40.00","ตาม ฿100","8500.00","8500.00","0"
"260","16/8/2569 23:57:53","รับเงินกองกลาง","กองกลาง","บอย","880.00","","8500.00","8500.00","0"
"261","16/8/2569 23:59:14","ลงกองกลาง","อาร์ต","กองกลาง","40.00","ลงกองกลาง","8500.00","8500.00","0"
"262","17/8/2569 00:00:23","ลงกองกลาง","แนน","กองกลาง","40.00","ลงกองกลาง","8500.00","8500.00","0"
"263","17/8/2569 00:01:12","ลงกองกลาง","บอย","กองกลาง","40.00","ลงกองกลาง","8500.00","8500.00","0"
"264","17/8/2569 00:02:17","ลงกองกลาง","มิ้นท์","กองกลาง","40.00","ลงกองกลาง","8500.00","8500.00","0"
"265","17/8/2569 00:03:10","ลงกองกลาง","ป๋องแป๋ง","กองกลาง","40.00","ลงกองกลาง","8500.00","8500.00","0"
"266","17/8/2569 00:07:09","ลงกอง","บอย","กองกลาง","20.00","ขึ้นเป็น ฿20","8500.00","8500.00","0"
"267","17/8/2569 00:08:12","ลงกอง","มิ้นท์","กองกลาง","20.00","ตาม ฿20","8500.00","8500.00","0"
"268","17/8/2569 00:08:21","ลงกอง","ป๋องแป๋ง","กองกลาง","20.00","ตาม ฿20","8500.00","8500.00","0"
"269","17/8/2569 00:09:03","ลงกอง","อาร์ต","กองกลาง","20.00","ตาม ฿20","8500.00","8500.00","0"
"270","17/8/2569 00:10:37","ลงกอง","มิ้นท์","กองกลาง","40.00","ขึ้นเป็น ฿40","8500.00","8500.00","0"
"271","17/8/2569 00:12:43","ลงกอง","อาร์ต","กองกลาง","40.00","ตาม ฿40","8500.00","8500.00","0"
"272","17/8/2569 00:13:07","ลงกอง","บอย","กองกลาง","40.00","ตาม ฿40","8500.00","8500.00","0"
"273","17/8/2569 00:15:23","ลงกอง","อาร์ต","กองกลาง","100.00","ขึ้นเป็น ฿100","8500.00","8500.00","0"
"274","17/8/2569 00:17:12","ลงกอง","มิ้นท์","กองกลาง","100.00","ตาม ฿100","8500.00","8500.00","0"
"275","17/8/2569 00:18:07","รับเงินกองกลาง","กองกลาง","อาร์ต","300.00","","0.00","0.00","0"
"276","17/8/2569 00:18:07","รับเงินกองกลาง","กองกลาง","มิ้นท์","300.00","","8500.00","8500.00","0"
"277","17/8/2569 00:19:27","ลงกองกลาง","อาร์ต","กองกลาง","40.00","ลงกองกลาง","8500.00","8500.00","0"
"278","17/8/2569 00:19:45","ลงกองกลาง","แนน","กองกลาง","40.00","ลงกองกลาง","8500.00","8500.00","0"
"279","17/8/2569 00:20:57","ลงกองกลาง","บอย","กองกลาง","40.00","ลงกองกลาง","8500.00","8500.00","0"
"280","17/8/2569 00:21:38","ลงกองกลาง","มิ้นท์","กองกลาง","40.00","ลงกองกลาง","8500.00","8500.00","0"
"281","17/8/2569 00:22:34","ลงกองกลาง","ป๋องแป๋ง","กองกลาง","40.00","ลงกองกลาง","8500.00","8500.00","0"
"282","17/8/2569 00:27:19","ลงกอง","ป๋องแป๋ง","กองกลาง","60.00","ขึ้นเป็น ฿60","8500.00","8500.00","0"
"283","17/8/2569 00:28:16","ลงกอง","อาร์ต","กองกลาง","60.00","ตาม ฿60","8500.00","8500.00","0"
"284","17/8/2569 00:29:26","ลงกอง","บอย","กองกลาง","80.00","ขึ้นเป็น ฿80","8500.00","8500.00","0"
"285","17/8/2569 00:30:57","ลงกอง","ป๋องแป๋ง","กองกลาง","20.00","ตาม ฿80","8500.00","8500.00","0"
"286","17/8/2569 00:31:31","ลงกอง","อาร์ต","กองกลาง","20.00","ตาม ฿80","8500.00","8500.00","0"
"287","17/8/2569 00:32:13","ลงกอง","อาร์ต","กองกลาง","20.00","ขึ้นเป็น ฿20","8500.00","8500.00","0"
"288","17/8/2569 00:32:47","ลงกอง","บอย","กองกลาง","20.00","ตาม ฿20","8500.00","8500.00","0"
"289","17/8/2569 00:33:25","ลงกอง","ป๋องแป๋ง","กองกลาง","80.00","ขึ้นเป็น ฿80","8500.00","8500.00","0"
"290","17/8/2569 00:33:55","ลงกอง","อาร์ต","กองกลาง","60.00","ตาม ฿80","8500.00","8500.00","0"
"291","17/8/2569 00:34:48","ลงกอง","บอย","กองกลาง","60.00","ตาม ฿80","8500.00","8500.00","0"
"292","17/8/2569 00:36:04","ลงกอง","ป๋องแป๋ง","กองกลาง","100.00","ขึ้นเป็น ฿100","8500.00","8500.00","0"
"293","17/8/2569 00:36:32","ลงกอง","อาร์ต","กองกลาง","100.00","ตาม ฿100","8500.00","8500.00","0"
"294","17/8/2569 00:37:43","ลงกอง","บอย","กองกลาง","160.00","ขึ้นเป็น ฿160","8500.00","8500.00","0"
"295","17/8/2569 00:38:52","ลงกอง","อาร์ต","กองกลาง","60.00","ตาม ฿160","8500.00","8500.00","0"
"296","17/8/2569 00:39:29","ลงกอง","อาร์ต","กองกลาง","40.00","ขึ้นเป็น ฿40","8500.00","8500.00","0"
"297","17/8/2569 00:39:47","ลงกอง","บอย","กองกลาง","40.00","ตาม ฿40","8500.00","8500.00","0"
"298","17/8/2569 00:40:00","รับเงินกองกลาง","กองกลาง","บอย","590.00","","0.00","0.00","0"
